NaN
7
NaN
NaN
8
10
10
NaN
NaN
12
14
NaN
NaN
11
NaN
NaN
6
5
9
NaN
7
NaN
10
7
13
13
11
15
NaN
11
9
NaN
13
5
NaN
NaN
16
9
13
7
6
NaN
13
6
9
NaN
NaN
9
NaN
6
NaN
7
14
6
9
9
5
NaN
NaN
NaN
NaN
4
7
7
11
7
10
9
13
10
12
NaN
10
7
4
11
NaN
15
10
10
12
6
10
6
NaN
7
NaN
14
NaN
12
4
NaN
14
NaN
4
NaN
7
8
11
8
4
NaN
4
5
15
3
3
13
10
NaN
12
9
10
5
NaN
11
13
NaN
6
12
11
NaN
NaN
7
NaN
7
NaN
NaN
NaN
11
6
9
12
9
NaN
NaN
NaN
NaN
10
NaN
14
8
1
12
12
9
9
7
12
